onset	duration	trial_type	stim_type	response	response_time	stim_group	stim_id	trial_id	run_id
2.010	3	foil new	foil	sure new	1.349	n/a	334	73	3
14.009	3	foil new	foil	sure new	1.622	n/a	335	74	3
26.007	3	foil new	foil	sure new	1.151	n/a	336	75	3
38.006	3	target old	target	sure old	0.985	4	147	76	3
50.005	3	foil new	foil	sure new	1.505	n/a	318	77	3
62.004	3	target old	target	sure old	1.219	8	187	78	3
74.019	3	foil new	foil	sure new	1.787	n/a	312	79	3
86.018	3	target old	target	sure old	0.901	5	157	80	3
98.017	3	target old	target	sure old	1.253	1	115	81	3
110.016	3	lure new	lure	unsure new	1.863	4	242	82	3
122.015	3	lure new	lure	unsure new	1.584	5	252	83	3
134.014	3	foil new	foil	sure new	1.193	n/a	314	84	3
146.012	3	lure new	lure	sure new	2.139	2	221	85	3
158.011	3	target old	target	sure old	0.980	4	143	86	3
170.010	3	foil new	foil	sure new	1.165	n/a	304	87	3
182.026	3	lure new	lure	unsure new	1.790	2	223	88	3
194.008	3	target old	target	sure old	1.007	6	165	89	3
206.006	3	foil new	foil	unsure new	1.713	n/a	307	90	3
218.005	3	lure old	lure	sure old	0.986	1	211	91	3
230.005	3	target new	target	unsure new	1.698	3	137	92	3
242.020	3	target old	target	sure old	1.259	3	131	93	3
254.018	3	lure new	lure	sure new	1.861	6	262	94	3
266.017	3	target old	target	sure old	1.414	6	163	95	3
278.016	3	lure old	lure	unsure old	1.679	3	232	96	3
290.015	3	lure old	lure	sure old	1.448	7	272	97	3
302.014	3	foil new	foil	sure new	1.017	n/a	321	98	3
314.012	3	foil old	foil	unsure old	1.666	n/a	327	99	3
326.011	3	foil new	foil	unsure new	1.412	n/a	301	100	3
338.010	3	lure new	lure	unsure new	1.701	9	292	101	3
350.026	3	lure new	lure	sure new	1.317	8	284	102	3
362.008	3	target old	target	sure old	1.031	2	121	103	3
374.023	3	target old	target	sure old	0.927	7	171	104	3
386.005	3	foil new	foil	sure new	0.954	n/a	322	105	3
398.004	3	lure new	lure	unsure new	1.435	3	234	106	3
410.020	3	lure old	lure	unsure old	1.459	4	241	107	3
422.019	3	target old	target	sure old	1.013	9	195	108	3
