onset	duration	trial_type	stim_type	response	response_time	stim_group	stim_id	trial_id	run_id
2.018	3	foil new	foil	sure new	1.206	n/a	334	73	3
14.017	3	foil new	foil	sure new	0.895	n/a	335	74	3
26.016	3	foil old	foil	unsure old	1.360	n/a	336	75	3
38.014	3	target old	target	sure old	0.785	7	171	76	3
50.013	3	foil new	foil	sure new	1.291	n/a	302	77	3
62.012	3	lure old	lure	sure old	1.668	7	271	78	3
74.011	3	target old	target	sure old	1.525	8	185	79	3
86.010	3	foil new	foil	unsure new	1.758	n/a	321	80	3
98.009	3	target old	target	sure old	1.015	6	163	81	3
110.007	3	foil new	foil	sure new	1.080	n/a	304	82	3
122.006	3	target old	target	sure old	0.938	4	143	83	3
134.005	3	foil new	foil	unsure new	1.682	n/a	317	84	3
146.005	3	target old	target	sure old	1.227	2	121	85	3
158.019	3	lure old	lure	unsure old	1.692	1	212	86	3
170.018	3	target old	target	sure old	1.038	6	165	87	3
182.017	3	foil new	foil	sure new	1.103	n/a	322	88	3
194.016	3	lure old	lure	unsure old	1.480	2	221	89	3
206.015	3	foil old	foil	unsure old	1.137	n/a	307	90	3
218.013	3	lure old	lure	sure old	1.307	8	281	91	3
230.012	3	target old	target	sure old	0.844	3	133	92	3
242.011	3	target old	target	sure old	0.733	3	135	93	3
254.010	3	target old	target	sure old	1.214	1	115	94	3
266.009	3	lure old	lure	unsure old	2.023	2	222	95	3
278.007	3	lure old	lure	unsure old	1.696	4	244	96	3
290.006	3	foil new	foil	unsure new	1.882	n/a	310	97	3
302.005	3	lure old	lure	unsure old	1.411	9	294	98	3
314.005	3	lure old	lure	sure old	1.379	1	214	99	3
326.019	3	target old	target	sure old	0.940	5	157	100	3
338.018	3	lure old	lure	sure old	1.094	5	254	101	3
350.017	3	target old	target	sure old	0.967	4	147	102	3
362.016	3	lure old	lure	sure old	0.912	6	264	103	3
374.015	3	lure new	lure	unsure new	1.857	3	234	104	3
386.014	3	foil new	foil	unsure new	1.714	n/a	326	105	3
398.012	3	foil new	foil	unsure new	2.187	n/a	313	106	3
410.011	3	lure new	lure	unsure new	1.589	8	284	107	3
422.010	3	target old	target	sure old	0.926	9	193	108	3
