onset	duration	trial_type	stim_type	response	response_time	stim_group	stim_id	trial_id	run_id
2.019	3	foil new	foil	sure new	1.268	n/a	328	1	1
14.018	3	foil new	foil	sure new	1.365	n/a	329	2	1
26.017	3	foil new	foil	sure new	1.135	n/a	330	3	1
38.015	3	target old	target	sure old	1.607	6	161	4	1
50.014	3	foil new	foil	unsure new	1.641	n/a	304	5	1
62.013	3	target old	target	sure old	1.185	5	155	6	1
74.012	3	foil new	foil	sure new	1.172	n/a	302	7	1
86.011	3	lure new	lure	unsure new	2.133	7	273	8	1
98.009	3	target old	target	sure old	0.966	7	175	9	1
110.008	3	lure old	lure	sure old	1.183	3	232	10	1
122.008	3	lure old	lure	sure old	0.983	6	261	11	1
134.006	3	lure new	lure	unsure new	2.145	5	251	12	1
146.005	3	lure old	lure	sure old	1.162	9	291	13	1
158.020	3	lure old	lure	sure old	0.851	6	263	14	1
170.019	3	lure new	lure	sure new	1.731	2	221	15	1
182.018	3	foil new	foil	unsure new	2.007	n/a	310	16	1
194.016	3	target old	target	sure old	0.935	1	113	17	1
206.015	3	foil new	foil	sure new	1.560	n/a	326	18	1
218.014	3	foil old	foil	sure old	1.297	n/a	313	19	1
230.013	3	lure old	lure	sure old	1.018	8	283	20	1
242.012	3	target old	target	sure old	1.380	8	183	21	1
254.010	3	foil new	foil	sure new	1.165	n/a	316	22	1
266.009	3	target old	target	sure old	0.910	9	197	23	1
278.008	3	target old	target	sure old	0.911	3	135	24	1
290.007	3	foil new	foil	sure new	1.152	n/a	321	25	1
302.006	3	lure new	lure	unsure new	1.569	4	241	26	1
314.005	3	target old	target	sure old	0.946	4	145	27	1
326.020	3	lure new	lure	unsure new	1.395	1	213	28	1
338.019	3	foil new	foil	sure new	1.332	n/a	309	29	1
350.017	3	target old	target	sure old	0.893	3	137	30	1
362.016	3	target old	target	sure old	0.943	7	173	31	1
374.015	3	target old	target	sure old	2.168	2	121	32	1
386.014	3	lure new	lure	unsure new	1.857	2	222	33	1
398.013	3	target old	target	sure old	1.042	4	143	34	1
410.011	3	foil new	foil	sure new	1.276	n/a	324	35	1
422.010	3	lure old	lure	sure old	0.909	8	282	36	1
