onset	duration	trial_type	stim_type	response	response_time	stim_group	stim_id	trial_id	run_id
2.012	3	foil new	foil	sure new	1.372	n/a	328	1	1
14.011	3	foil new	foil	sure new	1.781	n/a	329	2	1
26.009	3	foil new	foil	sure new	2.751	n/a	330	3	1
38.025	3	target old	target	sure old	1.367	3	133	4	1
50.007	3	lure old	lure	unsure old	2.176	6	262	5	1
62.039	3	target old	target	sure old	2.464	4	147	6	1
74.038	3	target old	target	sure old	2.305	1	117	7	1
86.037	3	target old	target	sure old	0.850	3	131	8	1
98.019	3	lure old	lure	sure old	1.124	6	264	9	1
110.035	3	target old	target	sure old	1.604	2	123	10	1
122.016	3	n/a	lure	n/a	n/a	1	212	11	1
134.032	3	foil new	foil	sure new	1.591	n/a	326	12	1
146.014	3	target old	target	sure old	1.665	8	187	13	1
158.013	3	foil new	foil	sure new	0.890	n/a	324	14	1
170.012	3	target old	target	sure old	1.275	5	151	15	1
182.010	3	lure new	lure	unsure new	1.989	8	281	16	1
194.009	3	target old	target	sure old	0.934	6	165	17	1
206.025	3	foil new	foil	sure new	1.031	n/a	301	18	1
218.007	3	foil new	foil	sure new	1.704	n/a	313	19	1
230.006	3	n/a	lure	n/a	n/a	7	272	20	1
242.005	3	foil new	foil	sure new	0.715	n/a	306	21	1
254.004	3	foil new	foil	sure new	1.860	n/a	320	22	1
266.019	3	lure new	lure	sure new	1.292	4	244	23	1
278.018	3	lure new	lure	unsure new	2.638	1	214	24	1
290.033	3	lure new	lure	unsure new	1.310	5	252	25	1
302.015	3	lure new	lure	unsure new	2.864	9	293	26	1
314.031	3	target old	target	sure old	1.552	4	141	27	1
326.013	3	lure new	lure	sure new	2.226	2	222	28	1
338.011	3	foil new	foil	sure new	1.091	n/a	317	29	1
350.027	3	target old	target	sure old	0.988	9	191	30	1
362.026	3	foil new	foil	unsure new	2.173	n/a	309	31	1
374.025	3	foil new	foil	unsure new	1.103	n/a	311	32	1
386.007	3	lure new	lure	sure new	1.720	3	234	33	1
398.039	3	lure old	lure	unsure old	1.639	3	232	34	1
410.004	3	target old	target	sure old	0.795	7	175	35	1
422.036	3	target old	target	sure old	0.722	8	183	36	1
