onset	duration	trial_type	stim_type	response	response_time	stim_group	stim_id	trial_id	run_id
2.010	3	foil new	foil	sure new	0.957	n/a	334	73	3
14.026	3	foil new	foil	unsure new	1.405	n/a	335	74	3
26.008	3	foil new	foil	unsure new	1.208	n/a	336	75	3
38.024	3	target old	target	unsure old	1.560	7	173	76	3
50.039	3	target old	target	sure old	1.105	2	127	77	3
62.004	3	target old	target	sure old	1.324	6	165	78	3
74.020	3	lure old	lure	unsure old	1.204	6	262	79	3
86.035	3	lure old	lure	unsure old	1.628	5	251	80	3
98.017	3	lure new	lure	unsure new	1.382	1	213	81	3
110.016	3	lure new	lure	unsure new	1.255	4	241	82	3
122.015	3	foil new	foil	unsure new	1.609	n/a	311	83	3
134.014	3	target old	target	sure old	1.010	4	143	84	3
146.012	3	lure old	lure	unsure old	1.043	3	232	85	3
158.028	3	target old	target	sure old	1.452	9	197	86	3
170.010	3	lure old	lure	unsure old	1.453	7	272	87	3
182.009	3	foil new	foil	sure new	1.158	n/a	306	88	3
194.008	3	lure old	lure	unsure old	1.168	2	223	89	3
206.006	3	foil new	foil	unsure new	1.392	n/a	326	90	3
218.005	3	foil new	foil	unsure new	1.402	n/a	313	91	3
230.005	3	lure old	lure	sure old	0.851	9	292	92	3
242.020	3	lure old	lure	sure old	1.084	6	261	93	3
254.035	3	target new	target	unsure new	1.436	8	183	94	3
266.017	3	target old	target	sure old	1.430	9	195	95	3
278.016	3	lure old	lure	unsure old	1.199	3	234	96	3
290.015	3	target new	target	unsure new	1.033	7	175	97	3
302.030	3	lure old	lure	unsure old	1.553	8	282	98	3
314.012	3	foil new	foil	unsure new	0.923	n/a	320	99	3
326.028	3	foil new	foil	sure new	1.227	n/a	303	100	3
338.010	3	target old	target	sure old	0.957	5	151	101	3
350.009	3	foil new	foil	sure new	0.879	n/a	324	102	3
362.007	3	foil new	foil	sure new	0.808	n/a	309	103	3
374.006	3	target old	target	sure old	1.689	1	117	104	3
386.038	3	target old	target	sure old	1.928	2	123	105	3
398.037	3	lure new	lure	unsure new	1.458	4	243	106	3
410.019	3	target old	target	unsure old	1.427	3	131	107	3
422.035	3	foil new	foil	unsure new	1.564	n/a	318	108	3
