onset	duration	trial_type	stim_type	response	response_time	stim_group	stim_id	trial_id	run_id
2.009	3	foil new	foil	sure new	1.046	n/a	334	73	3
14.007	3	foil old	foil	unsure old	1.184	n/a	335	74	3
26.006	3	foil new	foil	unsure new	1.649	n/a	336	75	3
38.022	3	target old	target	sure old	0.842	6	163	76	3
50.021	3	target old	target	sure old	1.059	2	123	77	3
62.019	3	lure old	lure	sure old	0.812	1	211	78	3
74.018	3	lure old	lure	sure old	0.829	9	291	79	3
86.017	3	foil old	foil	unsure old	1.351	n/a	304	80	3
98.016	3	target old	target	sure old	0.807	7	177	81	3
110.015	3	foil old	foil	unsure old	1.593	n/a	307	82	3
122.013	3	target old	target	sure old	0.730	5	151	83	3
134.012	3	lure old	lure	sure old	0.723	5	253	84	3
146.011	3	target old	target	sure old	0.717	8	183	85	3
158.010	3	lure old	lure	sure old	0.654	5	254	86	3
170.009	3	target old	target	sure old	0.655	1	117	87	3
182.008	3	foil old	foil	unsure old	1.576	n/a	310	88	3
194.006	3	target old	target	unsure old	1.641	3	137	89	3
206.022	3	foil new	foil	sure new	1.138	n/a	320	90	3
218.005	3	target old	target	sure old	0.771	9	195	91	3
230.020	3	lure old	lure	unsure old	1.316	1	214	92	3
242.018	3	lure old	lure	sure old	1.581	2	224	93	3
254.017	3	lure old	lure	sure old	1.127	2	221	94	3
266.016	3	foil old	foil	sure old	2.192	n/a	327	95	3
278.015	3	target old	target	sure old	0.985	1	113	96	3
290.014	3	foil new	foil	sure new	1.114	n/a	317	97	3
302.013	3	lure old	lure	sure old	0.771	6	261	98	3
314.011	3	lure new	lure	unsure new	1.564	4	243	99	3
326.027	3	target old	target	sure old	0.741	3	135	100	3
338.026	3	target old	target	sure old	0.750	7	173	101	3
350.008	3	foil new	foil	unsure new	1.456	n/a	314	102	3
362.023	3	foil new	foil	unsure new	1.257	n/a	322	103	3
374.022	3	lure old	lure	sure old	0.834	3	231	104	3
386.005	3	lure new	lure	unsure new	1.203	8	284	105	3
398.020	3	target old	target	sure old	1.020	4	141	106	3
410.019	3	foil new	foil	sure new	1.197	n/a	301	107	3
422.017	3	lure old	lure	sure old	1.271	7	271	108	3
