onset	duration	trial_type	stim_type	response	response_time	stim_group	stim_id	trial_id	run_id
2.012	3	foil new	foil	sure new	1.140	n/a	328	1	1
14.010	3	foil new	foil	sure new	0.869	n/a	329	2	1
26.009	3	foil new	foil	sure new	1.174	n/a	330	3	1
38.025	3	foil old	foil	unsure old	1.047	n/a	308	4	1
50.007	3	lure old	lure	unsure old	0.872	2	223	5	1
62.006	3	target old	target	unsure old	0.810	2	127	6	1
74.038	3	target old	target	unsure old	1.313	9	195	7	1
86.004	3	foil new	foil	sure new	1.131	n/a	320	8	1
98.019	3	foil new	foil	sure new	0.805	n/a	316	9	1
110.034	3	target old	target	unsure old	0.941	2	125	10	1
122.016	3	target old	target	sure old	0.767	4	145	11	1
134.015	3	foil new	foil	sure new	0.840	n/a	302	12	1
146.014	3	lure new	lure	sure new	1.097	7	272	13	1
158.013	3	lure new	lure	sure new	0.994	6	262	14	1
170.011	3	target new	target	sure new	1.204	7	177	15	1
182.010	3	lure old	lure	unsure old	1.253	8	281	16	1
194.009	3	lure old	lure	sure old	1.190	3	233	17	1
206.008	3	lure old	lure	unsure old	1.095	9	294	18	1
218.006	3	target old	target	sure old	1.433	6	163	19	1
230.005	3	lure old	lure	unsure old	1.289	8	282	20	1
242.004	3	lure new	lure	sure new	1.219	4	244	21	1
254.020	3	foil old	foil	sure old	1.611	n/a	327	22	1
266.019	3	target old	target	sure old	1.076	7	171	23	1
278.017	3	target old	target	sure old	0.942	3	135	24	1
290.016	3	foil new	foil	sure new	0.935	n/a	304	25	1
302.032	3	lure old	lure	unsure old	1.087	5	252	26	1
314.014	3	target old	target	sure old	1.145	1	115	27	1
326.029	3	foil new	foil	sure new	0.962	n/a	323	28	1
338.011	3	target old	target	unsure old	1.155	5	155	29	1
350.010	3	target old	target	unsure old	0.869	8	187	30	1
362.009	3	lure old	lure	unsure old	1.022	1	212	31	1
374.008	3	foil new	foil	unsure new	0.895	n/a	310	32	1
386.006	3	foil new	foil	unsure new	1.049	n/a	314	33	1
398.039	3	target old	target	unsure old	1.272	5	157	34	1
410.004	3	lure old	lure	unsure old	1.107	4	241	35	1
422.020	3	lure old	lure	unsure old	1.235	5	253	36	1
