onset	duration	trial_type	stim_type	response	response_time	stim_group	stim_id	trial_id	run_id
2.011	3	foil new	foil	sure new	1.141	n/a	334	73	3
14.010	3	foil new	foil	sure new	2.198	n/a	335	74	3
26.009	3	foil new	foil	sure new	1.159	n/a	336	75	3
38.008	3	lure new	lure	sure new	1.096	1	213	76	3
50.023	3	target old	target	sure old	0.913	7	177	77	3
62.005	3	foil new	foil	sure new	0.914	n/a	313	78	3
74.021	3	target old	target	sure old	1.315	2	123	79	3
86.020	3	lure new	lure	sure new	2.204	3	231	80	3
98.018	3	lure old	lure	unsure old	2.269	2	222	81	3
110.017	3	foil new	foil	sure new	1.182	n/a	326	82	3
122.016	3	target old	target	sure old	1.728	3	135	83	3
134.015	3	lure old	lure	sure old	1.169	8	282	84	3
146.014	3	target old	target	sure old	0.938	5	155	85	3
158.029	3	lure old	lure	sure old	1.331	5	254	86	3
170.028	3	target old	target	sure old	0.724	7	175	87	3
182.027	3	target old	target	sure old	0.949	8	187	88	3
194.009	3	lure new	lure	sure new	0.919	4	241	89	3
206.024	3	foil new	foil	sure new	0.983	n/a	301	90	3
218.023	3	target old	target	sure old	1.368	3	137	91	3
230.022	3	target old	target	sure old	1.346	4	141	92	3
242.004	3	foil new	foil	sure new	1.732	n/a	321	93	3
254.020	3	foil new	foil	sure new	0.844	n/a	316	94	3
266.019	3	target old	target	sure old	0.829	9	195	95	3
278.017	3	target old	target	sure old	1.119	6	167	96	3
290.016	3	foil new	foil	sure new	0.824	n/a	323	97	3
302.015	3	lure old	lure	unsure old	1.665	2	224	98	3
314.014	3	lure old	lure	sure old	0.938	9	294	99	3
326.013	3	lure old	lure	unsure old	1.875	6	263	100	3
338.011	3	lure new	lure	sure new	1.621	1	214	101	3
350.010	3	target old	target	sure old	0.998	1	117	102	3
362.009	3	foil new	foil	sure new	0.895	n/a	310	103	3
374.025	3	target old	target	sure old	1.024	6	161	104	3
386.007	3	lure new	lure	sure new	0.993	4	242	105	3
398.005	3	foil new	foil	sure new	1.138	n/a	309	106	3
410.021	3	lure old	lure	sure old	0.795	7	272	107	3
422.020	3	foil old	foil	unsure old	1.828	n/a	306	108	3
