onset	duration	trial_type	stim_type	response	response_time	stim_group	stim_id	trial_id	run_id
2.020	3	foil new	foil	sure new	1.931	n/a	328	1	1
14.019	3	foil new	foil	sure new	2.540	n/a	329	2	1
26.018	3	foil new	foil	unsure new	2.837	n/a	330	3	1
38.017	3	lure old	lure	unsure old	2.862	5	251	4	1
50.016	3	target old	target	sure old	1.271	1	113	5	1
62.015	3	target old	target	sure old	1.121	4	143	6	1
74.013	3	foil new	foil	sure new	2.162	n/a	318	7	1
86.012	3	foil new	foil	sure new	1.131	n/a	312	8	1
98.028	3	foil new	foil	sure new	1.132	n/a	302	9	1
110.027	3	foil new	foil	sure new	1.133	n/a	319	10	1
122.009	3	target old	target	sure old	2.294	4	147	11	1
134.008	3	lure new	lure	sure new	2.552	1	212	12	1
146.023	3	target old	target	sure old	1.025	1	111	13	1
158.005	3	foil old	foil	unsure old	2.235	n/a	327	14	1
170.005	3	foil old	foil	unsure old	1.891	n/a	315	15	1
182.020	3	lure new	lure	sure new	0.996	3	232	16	1
194.018	3	target old	target	sure old	1.061	8	181	17	1
206.017	3	foil new	foil	sure new	0.911	n/a	305	18	1
218.016	3	n/a	lure	n/a	n/a	9	293	19	1
230.015	3	target old	target	sure old	1.561	3	131	20	1
242.014	3	target old	target	sure old	1.434	9	191	21	1
254.013	3	foil new	foil	sure new	2.227	n/a	308	22	1
266.028	3	lure new	lure	unsure new	2.556	7	273	23	1
278.010	3	lure old	lure	unsure old	1.622	3	233	24	1
290.026	3	target old	target	sure old	1.046	8	185	25	1
302.008	3	lure new	lure	sure new	1.896	6	262	26	1
314.007	3	target old	target	sure old	1.001	6	165	27	1
326.005	3	lure old	lure	sure old	1.131	7	274	28	1
338.005	3	lure old	lure	unsure old	1.707	2	221	29	1
350.020	3	target old	target	sure old	0.852	5	157	30	1
362.019	3	lure old	lure	sure old	1.997	6	264	31	1
374.017	3	foil new	foil	sure new	1.086	n/a	324	32	1
386.016	3	lure new	lure	sure new	2.767	8	283	33	1
398.015	3	target old	target	unsure old	1.849	2	121	34	1
410.014	3	target old	target	sure old	1.034	7	173	35	1
422.013	3	lure new	lure	sure new	0.947	4	244	36	1
