onset	duration	trial_type	stim_type	response	response_time	stim_group	stim_id	trial_id	run_id
2.019	3	foil new	foil	sure new	1.044	n/a	334	73	3
14.018	3	foil new	foil	unsure new	1.072	n/a	335	74	3
26.017	3	foil new	foil	unsure new	1.335	n/a	336	75	3
38.015	3	foil new	foil	unsure new	1.176	n/a	301	76	3
50.014	3	lure old	lure	sure old	1.161	5	254	77	3
62.013	3	target old	target	sure old	0.987	4	143	78	3
74.012	3	lure old	lure	unsure old	1.324	5	251	79	3
86.011	3	target old	target	sure old	1.013	9	193	80	3
98.010	3	lure old	lure	sure old	0.854	8	282	81	3
110.008	3	foil new	foil	unsure new	1.255	n/a	314	82	3
122.024	3	target old	target	unsure old	1.088	3	133	83	3
134.006	3	foil new	foil	unsure new	1.818	n/a	325	84	3
146.005	3	lure old	lure	sure old	0.979	1	211	85	3
158.004	3	lure old	lure	sure old	1.012	9	292	86	3
170.019	3	target old	target	sure old	1.252	1	115	87	3
182.018	3	lure old	lure	unsure old	1.190	6	264	88	3
194.017	3	foil new	foil	unsure new	1.175	n/a	305	89	3
206.016	3	foil new	foil	sure new	1.456	n/a	316	90	3
218.014	3	lure old	lure	unsure old	1.289	4	243	91	3
230.013	3	foil new	foil	unsure new	1.187	n/a	324	92	3
242.012	3	target old	target	sure old	1.116	7	177	93	3
254.028	3	target old	target	unsure old	1.060	8	185	94	3
266.010	3	lure new	lure	unsure new	1.006	2	224	95	3
278.008	3	foil new	foil	unsure new	1.207	n/a	321	96	3
290.007	3	lure old	lure	unsure old	1.273	3	232	97	3
302.006	3	lure old	lure	sure old	0.890	9	291	98	3
314.005	3	target old	target	unsure old	1.211	2	121	99	3
326.004	3	target old	target	sure old	0.916	6	167	100	3
338.019	3	foil old	foil	unsure old	1.309	n/a	307	101	3
350.018	3	target old	target	sure old	0.950	5	153	102	3
362.017	3	target old	target	sure old	1.415	4	141	103	3
374.016	3	lure old	lure	unsure old	0.984	8	284	104	3
386.015	3	target new	target	unsure new	1.017	2	125	105	3
398.013	3	target old	target	sure old	0.931	7	175	106	3
410.012	3	lure old	lure	sure old	1.380	7	273	107	3
422.011	3	foil new	foil	unsure new	0.997	n/a	310	108	3
