onset	duration	trial_type	stim_type	response	response_time	stim_group	stim_id	trial_id	run_id
2.007	3	foil new	foil	unsure new	1.144	n/a	331	37	2
14.022	3	foil new	foil	sure new	1.033	n/a	332	38	2
26.021	3	foil new	foil	unsure new	1.058	n/a	333	39	2
38.006	3	target old	target	unsure old	1.026	1	117	40	2
50.019	3	foil new	foil	unsure new	1.300	n/a	302	41	2
62.018	3	target old	target	sure old	1.213	2	123	42	2
74.016	3	lure old	lure	sure old	1.359	7	274	43	2
86.015	3	target old	target	sure old	0.912	6	165	44	2
98.014	3	target old	target	sure old	0.946	4	145	45	2
110.013	3	foil old	foil	unsure old	1.179	n/a	308	46	2
122.012	3	lure old	lure	unsure old	1.260	3	233	47	2
134.011	3	target old	target	sure old	0.933	8	181	48	2
146.009	3	lure new	lure	unsure new	1.502	8	283	49	2
158.008	3	foil old	foil	unsure old	1.455	n/a	311	50	2
170.007	3	lure old	lure	unsure old	1.137	4	242	51	2
182.006	3	lure new	lure	unsure new	1.521	3	234	52	2
194.021	3	target old	target	unsure old	1.507	3	137	53	2
206.005	3	target old	target	sure old	0.851	1	111	54	2
218.019	3	foil new	foil	unsure new	1.133	n/a	315	55	2
230.018	3	lure old	lure	unsure old	1.038	1	212	56	2
242.017	3	lure old	lure	sure old	0.983	5	253	57	2
254.015	3	lure old	lure	unsure old	1.576	9	294	58	2
266.014	3	lure old	lure	unsure old	1.169	4	241	59	2
278.013	3	foil new	foil	unsure new	1.307	n/a	304	60	2
290.012	3	target old	target	sure old	1.164	9	197	61	2
302.011	3	foil new	foil	sure new	0.989	n/a	323	62	2
314.010	3	lure old	lure	unsure old	1.190	7	271	63	2
326.025	3	foil new	foil	sure new	0.999	n/a	317	64	2
338.024	3	target old	target	sure old	1.040	9	195	65	2
350.006	3	target old	target	sure old	0.802	5	155	66	2
362.021	3	target old	target	sure old	0.810	7	171	67	2
374.004	3	foil new	foil	unsure new	1.308	n/a	326	68	2
386.019	3	lure old	lure	unsure old	1.260	6	261	69	2
398.018	3	lure new	lure	unsure new	1.310	2	222	70	2
410.017	3	target old	target	sure old	0.927	8	187	71	2
422.016	3	foil new	foil	sure new	1.128	n/a	319	72	2
