onset	duration	trial_type	stim_type	response	response_time	stim_group	stim_id	trial_id	run_id
2.006	3	foil new	foil	sure new	1.783	n/a	328	1	1
14.005	3	foil old	foil	sure old	1.528	n/a	329	2	1
26.019	3	foil old	foil	sure old	1.113	n/a	330	3	1
38.018	3	target new	target	sure new	1.355	8	183	4	1
50.017	3	target old	target	sure old	1.788	1	111	5	1
62.016	3	lure old	lure	unsure old	2.197	7	274	6	1
74.015	3	foil new	foil	sure new	1.134	n/a	320	7	1
86.013	3	lure old	lure	sure old	1.992	1	211	8	1
98.012	3	target new	target	sure new	1.209	2	125	9	1
110.011	3	foil new	foil	sure new	0.850	n/a	303	10	1
122.010	3	lure new	lure	sure new	0.835	8	284	11	1
134.009	3	foil new	foil	sure new	0.844	n/a	314	12	1
146.007	3	foil new	foil	sure new	0.973	n/a	326	13	1
158.006	3	target old	target	sure old	0.839	3	137	14	1
170.005	3	n/a	lure	n/a	n/a	6	263	15	1
182.005	3	lure old	lure	sure old	0.936	9	291	16	1
194.019	3	lure new	lure	sure new	1.393	9	292	17	1
206.018	3	target old	target	sure old	0.739	3	135	18	1
218.017	3	lure new	lure	sure new	1.748	3	233	19	1
230.016	3	target old	target	unsure old	1.925	9	191	20	1
242.015	3	lure old	lure	sure old	2.406	5	254	21	1
254.013	3	foil new	foil	sure new	0.920	n/a	310	22	1
266.012	3	foil new	foil	sure new	0.937	n/a	317	23	1
278.011	3	foil new	foil	sure new	2.026	n/a	308	24	1
290.010	3	lure new	lure	sure new	0.923	4	244	25	1
302.009	3	lure new	lure	sure new	0.989	4	242	26	1
314.007	3	target new	target	sure new	2.094	1	115	27	1
326.006	3	lure new	lure	sure new	2.575	7	271	28	1
338.005	3	lure new	lure	sure new	1.352	2	223	29	1
350.004	3	target old	target	unsure old	2.713	7	173	30	1
362.019	3	foil new	foil	sure new	0.770	n/a	304	31	1
374.018	3	target old	target	sure old	0.994	7	175	32	1
386.017	3	foil new	foil	sure new	0.964	n/a	324	33	1
398.016	3	target new	target	sure new	0.997	5	157	34	1
410.015	3	target old	target	sure old	1.054	6	163	35	1
422.013	3	target old	target	sure old	0.863	4	145	36	1
