onset	duration	trial_type	stim_type	response	response_time	stim_group	stim_id	trial_id	run_id
2.008	3	foil new	foil	sure new	1.173	n/a	328	1	1
14.007	3	foil new	foil	sure new	0.790	n/a	329	2	1
26.006	3	foil new	foil	sure new	0.719	n/a	330	3	1
38.005	3	lure new	lure	sure new	0.760	7	274	4	1
50.020	3	target old	target	sure old	1.185	6	165	5	1
62.019	3	lure new	lure	sure new	0.945	2	221	6	1
74.017	3	target old	target	sure old	1.187	2	127	7	1
86.016	3	lure new	lure	sure new	0.900	1	214	8	1
98.015	3	foil new	foil	sure new	0.765	n/a	322	9	1
110.014	3	lure new	lure	sure new	0.703	3	231	10	1
122.013	3	foil new	foil	sure new	0.776	n/a	315	11	1
134.011	3	foil new	foil	sure new	0.745	n/a	305	12	1
146.027	3	target new	target	sure new	1.002	8	183	13	1
158.009	3	lure old	lure	unsure old	2.051	4	241	14	1
170.024	3	target old	target	sure old	0.964	4	147	15	1
182.023	3	target old	target	sure old	1.205	1	113	16	1
194.022	3	target old	target	sure old	0.718	4	145	17	1
206.004	3	lure new	lure	sure new	1.008	9	294	18	1
218.020	3	target new	target	sure new	1.041	9	197	19	1
230.019	3	lure new	lure	sure new	1.010	1	213	20	1
242.017	3	target old	target	sure old	1.699	3	135	21	1
254.016	3	lure new	lure	sure new	1.236	2	222	22	1
266.015	3	foil new	foil	sure new	0.909	n/a	320	23	1
278.014	3	foil new	foil	sure new	0.838	n/a	316	24	1
290.029	3	lure new	lure	sure new	0.782	5	251	25	1
302.028	3	target old	target	sure old	1.264	7	177	26	1
314.010	3	target old	target	sure old	1.250	9	195	27	1
326.025	3	foil new	foil	sure new	1.426	n/a	307	28	1
338.024	3	foil new	foil	sure new	0.787	n/a	303	29	1
350.023	3	foil new	foil	sure new	1.261	n/a	325	30	1
362.005	3	lure old	lure	unsure old	1.831	8	281	31	1
374.005	3	lure old	lure	unsure old	1.751	6	264	32	1
386.019	3	foil new	foil	sure new	0.912	n/a	312	33	1
398.018	3	target old	target	sure old	1.346	5	157	34	1
410.017	3	target old	target	sure old	0.891	7	175	35	1
422.032	3	lure new	lure	sure new	1.940	3	232	36	1
