onset	duration	trial_type	stim_type	response	response_time	stim_group	stim_id	trial_id	run_id
2.017	3	foil new	foil	sure new	1.101	n/a	334	73	3
14.016	3	foil new	foil	sure new	1.790	n/a	335	74	3
26.015	3	foil new	foil	unsure new	1.648	n/a	336	75	3
38.013	3	foil new	foil	sure new	1.209	n/a	306	76	3
50.029	3	lure new	lure	unsure new	2.001	1	213	77	3
62.011	3	target old	target	sure old	1.851	2	121	78	3
74.010	3	foil new	foil	unsure new	1.380	n/a	325	79	3
86.009	3	lure new	lure	unsure new	1.910	9	292	80	3
98.024	3	target old	target	sure old	1.278	9	191	81	3
110.006	3	target old	target	sure old	1.935	8	187	82	3
122.005	3	foil new	foil	unsure new	1.305	n/a	311	83	3
134.004	3	foil new	foil	unsure new	1.859	n/a	319	84	3
146.019	3	foil new	foil	sure new	1.027	n/a	303	85	3
158.018	3	foil new	foil	sure new	0.972	n/a	317	86	3
170.017	3	target new	target	sure new	0.893	4	145	87	3
182.016	3	lure new	lure	unsure new	2.158	4	243	88	3
194.015	3	lure new	lure	unsure new	2.120	7	274	89	3
206.013	3	foil old	foil	unsure old	1.545	n/a	308	90	3
218.012	3	target old	target	sure old	0.730	5	155	91	3
230.028	3	lure old	lure	sure old	0.915	5	253	92	3
242.010	3	lure old	lure	unsure old	1.813	7	272	93	3
254.025	3	foil new	foil	sure new	0.853	n/a	322	94	3
266.007	3	lure old	lure	sure old	1.560	9	291	95	3
278.006	3	target old	target	sure old	1.136	9	197	96	3
290.005	3	target old	target	sure old	1.137	2	125	97	3
302.004	3	lure old	lure	unsure old	1.690	6	264	98	3
314.019	3	target new	target	unsure new	1.675	1	111	99	3
326.018	3	lure new	lure	unsure new	1.100	3	232	100	3
338.017	3	lure old	lure	unsure old	1.653	2	222	101	3
350.016	3	target old	target	sure old	1.518	6	165	102	3
362.014	3	target old	target	sure old	1.032	7	175	103	3
374.014	3	foil old	foil	unsure old	1.296	n/a	315	104	3
386.012	3	lure new	lure	unsure new	1.338	5	251	105	3
398.011	3	lure new	lure	unsure new	2.012	8	281	106	3
410.010	3	target new	target	unsure new	1.044	3	135	107	3
422.009	3	target old	target	sure old	1.414	8	181	108	3
