onset	duration	trial_type	stim_type	response	response_time	stim_group	stim_id	trial_id	run_id
2.017	3	foil new	foil	sure new	0.955	n/a	331	37	2
14.015	3	foil new	foil	sure new	0.828	n/a	332	38	2
26.015	3	foil new	foil	unsure new	2.060	n/a	333	39	2
38.013	3	lure old	lure	unsure old	1.262	8	282	40	2
50.012	3	foil new	foil	sure new	1.143	n/a	323	41	2
62.011	3	target old	target	unsure old	1.905	1	117	42	2
74.026	3	target old	target	sure old	1.177	7	173	43	2
86.008	3	lure old	lure	sure old	1.675	5	254	44	2
98.007	3	foil new	foil	sure new	1.284	n/a	309	45	2
110.006	3	foil new	foil	sure new	1.054	n/a	313	46	2
122.021	3	target old	target	sure old	1.430	9	193	47	2
134.020	3	lure old	lure	sure old	1.423	1	214	48	2
146.019	3	lure old	lure	sure old	1.376	7	271	49	2
158.018	3	foil new	foil	unsure new	1.706	n/a	310	50	2
170.017	3	lure new	lure	unsure new	1.923	8	283	51	2
182.016	3	foil old	foil	unsure old	1.924	n/a	304	52	2
194.098	3	foil new	foil	unsure new	1.874	n/a	321	53	2
206.013	3	lure new	lure	unsure new	1.574	3	231	54	2
218.012	3	lure new	lure	sure new	1.136	4	244	55	2
230.011	3	target old	target	sure old	1.561	5	151	56	2
242.009	3	lure old	lure	unsure old	1.514	2	224	57	2
254.025	3	lure new	lure	sure new	1.699	2	223	58	2
266.007	3	target new	target	unsure new	1.669	2	123	59	2
278.022	3	target old	target	sure old	1.309	4	143	60	2
290.004	3	foil new	foil	unsure new	2.087	n/a	316	61	2
302.004	3	target new	target	unsure new	1.511	3	131	62	2
314.019	3	lure new	lure	unsure new	2.280	9	294	63	2
326.018	3	foil old	foil	unsure old	1.674	n/a	327	64	2
338.017	3	target old	target	sure old	1.282	6	161	65	2
350.015	3	target old	target	sure old	1.515	4	147	66	2
362.015	3	target new	target	unsure new	1.620	8	183	67	2
374.013	3	target new	target	unsure new	1.758	3	137	68	2
386.029	3	lure new	lure	sure new	1.743	1	212	69	2
398.011	3	target old	target	sure old	1.345	6	163	70	2
410.026	3	foil new	foil	sure new	1.289	n/a	301	71	2
422.008	3	lure old	lure	sure old	0.948	6	263	72	2
