onset	duration	trial_type	stim_type	response	response_time	stim_group	stim_id	trial_id	run_id
2.008	3	foil new	foil	sure new	0.983	n/a	328	1	1
14.007	3	foil new	foil	sure new	1.145	n/a	329	2	1
26.006	3	foil new	foil	sure new	1.122	n/a	330	3	1
38.004	3	target old	target	sure old	1.187	6	165	4	1
50.020	3	target old	target	sure old	1.348	3	137	5	1
62.019	3	foil new	foil	sure new	0.829	n/a	319	6	1
74.018	3	target old	target	sure old	0.934	4	143	7	1
86.016	3	foil new	foil	sure new	1.327	n/a	303	8	1
98.015	3	lure old	lure	sure old	0.849	9	293	9	1
110.014	3	target new	target	sure new	0.842	2	123	10	1
122.013	3	lure old	lure	sure old	0.843	7	272	11	1
134.012	3	target old	target	sure old	0.852	4	141	12	1
146.011	3	target old	target	sure old	0.813	5	151	13	1
158.009	3	target old	target	sure old	0.814	9	191	14	1
170.008	3	foil new	foil	sure new	0.927	n/a	316	15	1
182.007	3	foil new	foil	sure new	0.849	n/a	326	16	1
194.006	3	lure old	lure	sure old	1.058	4	243	17	1
206.005	3	foil new	foil	unsure new	1.587	n/a	322	18	1
218.020	3	lure old	lure	sure old	0.684	6	264	19	1
230.019	3	target old	target	sure old	0.645	8	185	20	1
242.018	3	lure old	lure	sure old	0.846	1	213	21	1
254.017	3	lure old	lure	unsure old	1.583	2	224	22	1
266.015	3	target old	target	sure old	0.912	7	177	23	1
278.014	3	lure old	lure	unsure old	1.282	3	231	24	1
290.013	3	target old	target	sure old	0.691	9	197	25	1
302.012	3	foil new	foil	sure new	1.100	n/a	306	26	1
314.011	3	foil old	foil	unsure old	1.381	n/a	308	27	1
326.010	3	target old	target	sure old	0.886	1	111	28	1
338.008	3	lure new	lure	sure new	0.920	2	221	29	1
350.007	3	foil new	foil	sure new	1.049	n/a	311	30	1
362.006	3	lure old	lure	sure old	0.722	5	253	31	1
374.005	3	foil new	foil	sure new	1.051	n/a	315	32	1
386.020	3	target old	target	sure old	1.379	8	183	33	1
398.019	3	lure old	lure	unsure old	1.437	3	234	34	1
410.018	3	n/a	lure	n/a	n/a	8	284	35	1
422.017	3	lure old	lure	sure old	1.319	8	283	36	1
