onset	duration	trial_type	stim_type	response	response_time	stim_group	stim_id	trial_id	run_id
2.015	3	foil new	foil	sure new	0.768	n/a	334	73	3
14.014	3	foil new	foil	sure new	0.834	n/a	335	74	3
26.013	3	foil new	foil	sure new	0.779	n/a	336	75	3
38.012	3	target old	target	sure old	0.788	4	143	76	3
50.010	3	target old	target	sure old	0.781	6	165	77	3
62.009	3	target old	target	sure old	0.782	6	167	78	3
74.008	3	lure old	lure	sure old	0.824	8	282	79	3
86.007	3	foil new	foil	sure new	0.936	n/a	321	80	3
98.006	3	lure new	lure	unsure new	1.802	9	294	81	3
110.005	3	foil new	foil	sure new	0.891	n/a	314	82	3
122.020	3	lure old	lure	sure old	1.068	8	283	83	3
134.019	3	target old	target	sure old	0.789	8	181	84	3
146.018	3	target old	target	sure old	1.166	5	157	85	3
158.016	3	lure old	lure	sure old	0.743	7	274	86	3
170.015	3	lure new	lure	sure new	1.536	3	231	87	3
182.014	3	foil new	foil	sure new	0.866	n/a	304	88	3
194.013	3	lure new	lure	sure new	1.603	5	254	89	3
206.012	3	foil new	foil	sure new	0.844	n/a	311	90	3
218.010	3	lure new	lure	sure new	1.109	1	214	91	3
230.009	3	foil new	foil	sure new	0.814	n/a	325	92	3
242.008	3	lure old	lure	sure old	1.112	6	264	93	3
254.007	3	foil new	foil	sure new	0.809	n/a	318	94	3
266.006	3	foil new	foil	sure new	0.738	n/a	303	95	3
278.005	3	target old	target	sure old	1.019	9	195	96	3
290.020	3	target old	target	sure old	0.748	2	127	97	3
302.019	3	target old	target	sure old	0.757	4	145	98	3
314.018	3	target old	target	sure old	0.749	1	111	99	3
326.017	3	target old	target	sure old	0.671	3	137	100	3
338.015	3	target old	target	sure old	0.705	7	177	101	3
350.014	3	lure new	lure	sure new	1.105	1	213	102	3
362.013	3	lure new	lure	sure new	0.939	2	222	103	3
374.012	3	target old	target	sure old	0.892	9	193	104	3
386.011	3	foil new	foil	sure new	0.821	n/a	323	105	3
398.010	3	foil new	foil	sure new	0.926	n/a	308	106	3
410.008	3	lure new	lure	unsure new	1.544	2	221	107	3
422.007	3	lure new	lure	sure new	1.417	4	242	108	3
