onset	duration	trial_type	stim_type	response	response_time	stim_group	stim_id	trial_id	run_id
2.014	3	foil new	foil	sure new	2.034	n/a	334	73	3
14.029	3	foil new	foil	unsure new	1.450	n/a	335	74	3
26.011	3	foil new	foil	sure new	1.885	n/a	336	75	3
38.010	3	foil new	foil	sure new	1.438	n/a	322	76	3
50.009	3	lure new	lure	unsure new	1.551	9	292	77	3
62.008	3	lure old	lure	sure old	1.199	2	221	78	3
74.006	3	foil old	foil	unsure old	1.665	n/a	315	79	3
86.005	3	target old	target	sure old	1.490	6	167	80	3
98.005	3	target old	target	unsure old	1.907	8	187	81	3
110.019	3	lure old	lure	sure old	1.108	5	251	82	3
122.018	3	foil new	foil	unsure new	2.133	n/a	326	83	3
134.017	3	lure old	lure	sure old	0.974	8	282	84	3
146.016	3	lure new	lure	unsure new	2.048	2	224	85	3
158.015	3	target old	target	sure old	1.337	2	127	86	3
170.013	3	foil new	foil	sure new	1.314	n/a	310	87	3
182.029	3	foil new	foil	sure new	1.282	n/a	317	88	3
194.011	3	target old	target	sure old	1.252	7	177	89	3
206.010	3	target old	target	sure old	1.253	9	191	90	3
218.008	3	foil new	foil	sure new	1.063	n/a	302	91	3
230.007	3	lure old	lure	sure old	1.336	1	211	92	3
242.006	3	lure new	lure	sure new	1.857	9	293	93	3
254.005	3	target old	target	sure old	1.250	4	143	94	3
266.020	3	lure old	lure	sure old	1.362	3	232	95	3
278.019	3	lure old	lure	unsure old	1.732	4	243	96	3
290.018	3	foil old	foil	unsure old	2.076	n/a	319	97	3
302.017	3	target old	target	sure old	1.750	5	155	98	3
314.032	3	lure old	lure	sure old	1.215	6	261	99	3
326.014	3	lure new	lure	sure new	1.488	7	274	100	3
338.013	3	target old	target	sure old	1.066	4	147	101	3
350.012	3	target old	target	unsure old	2.283	6	165	102	3
362.011	3	target old	target	sure old	1.324	3	137	103	3
374.009	3	foil new	foil	sure new	1.237	n/a	307	104	3
386.008	3	foil new	foil	sure new	1.439	n/a	304	105	3
398.007	3	lure old	lure	sure old	2.000	7	271	106	3
410.005	3	target old	target	sure old	1.065	7	173	107	3
422.005	3	target old	target	sure old	1.202	1	117	108	3
