onset	duration	trial_type	stim_type	response	response_time	stim_group	stim_id	trial_id	run_id
2.020	3	foil new	foil	sure new	1.204	n/a	331	37	2
14.018	3	foil new	foil	sure new	1.749	n/a	332	38	2
26.017	3	foil new	foil	sure new	1.158	n/a	333	39	2
38.016	3	lure new	lure	unsure new	1.559	4	242	40	2
50.015	3	target old	target	sure old	0.840	5	151	41	2
62.014	3	lure old	lure	sure old	1.546	6	262	42	2
74.012	3	lure old	lure	unsure old	1.675	8	281	43	2
86.028	3	foil old	foil	unsure old	1.204	n/a	321	44	2
98.010	3	target old	target	unsure old	1.694	3	133	45	2
110.026	3	foil new	foil	sure new	1.366	n/a	306	46	2
122.008	3	target new	target	unsure new	1.312	1	115	47	2
134.023	3	foil new	foil	unsure new	1.112	n/a	316	48	2
146.022	3	target old	target	sure old	0.993	4	141	49	2
158.005	3	target old	target	sure old	0.923	7	173	50	2
170.020	3	lure new	lure	unsure new	1.228	4	244	51	2
182.018	3	target old	target	sure old	0.725	4	143	52	2
194.017	3	lure old	lure	sure old	1.110	1	211	53	2
206.016	3	target old	target	unsure old	1.712	3	131	54	2
218.016	3	target old	target	sure old	0.968	9	191	55	2
230.014	3	lure old	lure	unsure old	1.721	2	224	56	2
242.012	3	target old	target	sure old	1.795	2	127	57	2
254.028	3	lure new	lure	unsure new	1.180	3	234	58	2
266.010	3	foil new	foil	unsure new	1.614	n/a	322	59	2
278.009	3	foil new	foil	sure new	1.927	n/a	309	60	2
290.007	3	lure old	lure	sure old	1.568	7	273	61	2
302.006	3	lure old	lure	sure old	1.897	2	221	62	2
314.005	3	foil new	foil	unsure new	1.802	n/a	325	63	2
326.005	3	target old	target	sure old	0.891	8	187	64	2
338.019	3	lure new	lure	unsure new	1.652	9	293	65	2
350.018	3	target old	target	sure old	1.261	6	165	66	2
362.017	3	lure old	lure	sure old	0.822	5	253	67	2
374.016	3	lure new	lure	unsure new	1.768	7	271	68	2
386.015	3	target old	target	sure old	1.041	7	177	69	2
398.013	3	foil new	foil	unsure new	1.202	n/a	313	70	2
410.012	3	foil new	foil	sure new	1.132	n/a	302	71	2
422.011	3	foil new	foil	unsure new	1.516	n/a	312	72	2
