onset	duration	trial_type	stim_type	response	response_time	stim_group	stim_id	trial_id	run_id
2.019	3	foil new	foil	sure new	0.813	n/a	331	37	2
14.018	3	foil new	foil	sure new	0.845	n/a	332	38	2
26.016	3	foil new	foil	sure new	0.807	n/a	333	39	2
38.015	3	target old	target	sure old	0.664	9	193	40	2
50.014	3	target old	target	sure old	1.186	1	111	41	2
62.013	3	lure new	lure	sure new	1.531	8	283	42	2
74.012	3	target old	target	unsure old	1.795	2	121	43	2
86.011	3	foil new	foil	sure new	0.845	n/a	307	44	2
98.009	3	lure new	lure	sure new	1.302	9	294	45	2
110.008	3	lure new	lure	sure new	1.279	8	284	46	2
122.007	3	lure old	lure	unsure old	1.873	5	251	47	2
134.006	3	target old	target	sure old	1.090	4	141	48	2
146.005	3	lure old	lure	sure old	2.419	4	243	49	2
158.004	3	foil new	foil	sure new	1.260	n/a	324	50	2
170.019	3	target old	target	sure old	1.292	2	125	51	2
182.018	3	target old	target	sure old	1.102	6	161	52	2
194.017	3	lure new	lure	sure new	0.999	4	244	53	2
206.016	3	lure old	lure	unsure old	2.264	2	224	54	2
218.014	3	target old	target	sure old	0.802	5	155	55	2
230.013	3	lure old	lure	unsure old	1.843	1	214	56	2
242.012	3	target old	target	sure old	0.812	6	165	57	2
254.011	3	foil new	foil	sure new	1.373	n/a	325	58	2
266.009	3	foil new	foil	sure new	1.486	n/a	306	59	2
278.008	3	target old	target	sure old	0.880	9	191	60	2
290.007	3	foil new	foil	sure new	0.969	n/a	314	61	2
302.006	3	lure old	lure	sure old	1.218	7	272	62	2
314.005	3	foil old	foil	unsure old	1.603	n/a	301	63	2
326.004	3	foil new	foil	sure new	0.796	n/a	321	64	2
338.019	3	lure new	lure	sure new	1.117	3	234	65	2
350.018	3	target old	target	sure old	1.030	7	177	66	2
362.017	3	lure new	lure	unsure new	2.903	9	293	67	2
374.015	3	foil new	foil	sure new	1.688	n/a	311	68	2
386.015	3	target old	target	sure old	1.225	3	135	69	2
398.013	3	lure old	lure	sure old	0.819	6	264	70	2
410.012	3	target old	target	sure old	0.900	8	181	71	2
422.011	3	foil new	foil	sure new	1.189	n/a	317	72	2
