onset	duration	trial_type	stim_type	response	response_time	stim_group	stim_id	trial_id	run_id
2.007	3	foil new	foil	sure new	0.904	n/a	331	37	2
14.006	3	foil new	foil	sure new	0.689	n/a	332	38	2
26.005	3	foil new	foil	sure new	0.746	n/a	333	39	2
38.020	3	lure new	lure	sure new	0.739	8	283	40	2
50.019	3	lure new	lure	sure new	0.564	4	244	41	2
62.018	3	target old	target	sure old	1.102	6	163	42	2
74.017	3	target old	target	sure old	0.662	8	183	43	2
86.015	3	target old	target	unsure old	1.632	3	135	44	2
98.014	3	target old	target	sure old	0.792	9	191	45	2
110.013	3	lure new	lure	sure new	0.674	1	213	46	2
122.012	3	lure new	lure	sure new	0.707	7	274	47	2
134.027	3	target old	target	sure old	0.771	8	185	48	2
146.010	3	foil new	foil	sure new	0.718	n/a	320	49	2
158.008	3	lure new	lure	sure new	1.494	6	262	50	2
170.007	3	lure old	lure	unsure old	1.584	4	241	51	2
182.006	3	target new	target	sure new	1.145	2	125	52	2
194.005	3	lure new	lure	sure new	1.066	2	222	53	2
206.020	3	target old	target	sure old	1.179	4	145	54	2
218.019	3	lure old	lure	sure old	0.900	6	261	55	2
230.018	3	foil new	foil	sure new	0.701	n/a	307	56	2
242.017	3	foil new	foil	sure new	0.638	n/a	324	57	2
254.016	3	target old	target	sure old	0.584	5	151	58	2
266.014	3	lure old	lure	unsure old	2.609	5	251	59	2
278.013	3	target old	target	sure old	1.010	3	137	60	2
290.012	3	foil new	foil	sure new	1.491	n/a	326	61	2
302.011	3	foil new	foil	sure new	0.716	n/a	315	62	2
314.010	3	lure new	lure	sure new	0.606	1	214	63	2
326.008	3	target old	target	unsure old	1.591	1	113	64	2
338.024	3	target old	target	sure old	0.688	9	195	65	2
350.006	3	foil new	foil	sure new	0.697	n/a	312	66	2
362.022	3	target new	target	sure new	0.794	7	177	67	2
374.004	3	lure old	lure	unsure old	1.836	9	294	68	2
386.019	3	lure new	lure	sure new	1.204	3	232	69	2
398.018	3	foil new	foil	sure new	0.661	n/a	317	70	2
410.017	3	foil new	foil	sure new	0.671	n/a	306	71	2
422.016	3	foil new	foil	sure new	0.768	n/a	301	72	2
