onset	duration	trial_type	stim_type	response	response_time	stim_group	stim_id	trial_id	run_id
2.015	3	foil new	foil	sure new	1.437	n/a	328	1	1
14.014	3	foil new	foil	sure new	1.566	n/a	329	2	1
26.013	3	foil new	foil	sure new	0.864	n/a	330	3	1
38.012	3	foil new	foil	sure new	1.009	n/a	301	4	1
50.010	3	lure new	lure	sure new	1.714	9	292	5	1
62.009	3	target old	target	sure old	1.099	4	143	6	1
74.008	3	target old	target	sure old	1.588	7	175	7	1
86.007	3	target old	target	sure old	1.861	6	163	8	1
98.006	3	lure old	lure	unsure old	1.999	7	272	9	1
110.005	3	lure new	lure	sure new	1.256	1	214	10	1
122.020	3	foil new	foil	sure new	1.553	n/a	321	11	1
134.019	3	target old	target	sure old	1.418	9	191	12	1
146.017	3	target old	target	unsure old	2.394	8	183	13	1
158.016	3	foil new	foil	sure new	1.269	n/a	307	14	1
170.015	3	target new	target	sure new	2.285	2	121	15	1
182.031	3	foil new	foil	sure new	1.166	n/a	316	16	1
194.013	3	target old	target	sure old	1.664	1	111	17	1
206.011	3	lure old	lure	sure old	1.249	9	293	18	1
218.010	3	lure new	lure	sure new	2.018	8	281	19	1
230.026	3	lure old	lure	sure old	0.914	3	231	20	1
242.008	3	target old	target	sure old	1.860	4	147	21	1
254.007	3	lure old	lure	sure old	1.246	6	261	22	1
266.005	3	foil old	foil	unsure old	2.758	n/a	326	23	1
278.004	3	target old	target	sure old	0.880	3	137	24	1
290.020	3	target old	target	sure old	1.080	5	153	25	1
302.019	3	foil new	foil	sure new	1.289	n/a	305	26	1
314.017	3	foil new	foil	sure new	2.123	n/a	315	27	1
326.016	3	lure new	lure	sure new	1.796	2	224	28	1
338.015	3	target old	target	sure old	0.925	8	187	29	1
350.014	3	foil new	foil	sure new	1.238	n/a	324	30	1
362.013	3	lure new	lure	sure new	0.984	2	223	31	1
374.011	3	lure old	lure	sure old	0.865	5	253	32	1
386.010	3	lure new	lure	sure new	1.794	4	244	33	1
398.009	3	foil new	foil	sure new	1.339	n/a	311	34	1
410.008	3	target old	target	sure old	1.028	2	123	35	1
422.007	3	lure old	lure	sure old	1.958	4	241	36	1
