onset	duration	trial_type	stim_type	response	response_time	stim_group	stim_id	trial_id	run_id
2.006	3	foil new	foil	sure new	1.106	n/a	331	37	2
14.021	3	foil old	foil	sure old	1.954	n/a	332	38	2
26.020	3	foil new	foil	sure new	0.988	n/a	333	39	2
38.018	3	lure old	lure	sure old	1.021	1	211	40	2
50.017	3	foil new	foil	sure new	1.022	n/a	302	41	2
62.016	3	target old	target	sure old	1.096	5	151	42	2
74.015	3	lure old	lure	unsure old	1.793	3	233	43	2
86.014	3	foil new	foil	sure new	1.962	n/a	312	44	2
98.012	3	foil new	foil	sure new	2.275	n/a	327	45	2
110.011	3	foil new	foil	sure new	0.876	n/a	323	46	2
122.010	3	foil new	foil	sure new	2.013	n/a	318	47	2
134.009	3	target old	target	unsure old	1.295	7	173	48	2
146.008	3	lure old	lure	unsure old	1.720	8	283	49	2
158.007	3	foil new	foil	unsure new	2.153	n/a	313	50	2
170.005	3	lure old	lure	sure old	1.658	7	271	51	2
182.021	3	target old	target	sure old	0.891	4	141	52	2
194.020	3	lure old	lure	sure old	1.140	9	294	53	2
206.018	3	target old	target	sure old	1.005	8	185	54	2
218.017	3	target old	target	sure old	1.166	9	193	55	2
230.016	3	target old	target	sure old	0.807	5	157	56	2
242.015	3	target old	target	sure old	1.161	2	127	57	2
254.014	3	target old	target	sure old	0.842	6	165	58	2
266.013	3	lure old	lure	unsure old	1.562	4	242	59	2
278.011	3	lure old	lure	sure old	1.309	2	222	60	2
290.010	3	target old	target	sure old	0.838	6	167	61	2
302.009	3	target old	target	sure old	0.911	3	135	62	2
314.007	3	lure old	lure	unsure old	2.000	3	234	63	2
326.007	3	foil new	foil	sure new	1.289	n/a	304	64	2
338.005	3	target old	target	sure old	0.882	3	131	65	2
350.004	3	foil new	foil	sure new	1.603	n/a	309	66	2
362.020	3	lure old	lure	sure old	0.812	8	282	67	2
374.018	3	target old	target	sure old	0.837	1	113	68	2
386.017	3	foil new	foil	sure new	0.982	n/a	320	69	2
398.016	3	lure new	lure	sure new	1.263	6	262	70	2
410.015	3	lure new	lure	sure new	1.089	1	213	71	2
422.013	3	lure old	lure	sure old	0.713	5	251	72	2
